app_no,product_no,brand_name,generic_name,strength,route,approval_date,app_type,patent_number,patent_expiry_date
207589,1,ENSTILAR,BETAMETHASONE DIPROPIONATE; CALCIPOTRIENE,0.064%;0.005%,"AEROSOL, FOAM;TOPICAL","Oct 16, 2015",N,10130640,"Jun 10, 2031"
207589,1,ENSTILAR,BETAMETHASONE DIPROPIONATE; CALCIPOTRIENE,0.064%;0.005%,"AEROSOL, FOAM;TOPICAL","Oct 16, 2015",N,10617698,"Jun 10, 2031"
207589,1,ENSTILAR,BETAMETHASONE DIPROPIONATE; CALCIPOTRIENE,0.064%;0.005%,"AEROSOL, FOAM;TOPICAL","Oct 16, 2015",N,10682364,"Jun 10, 2031"
207589,1,ENSTILAR,BETAMETHASONE DIPROPIONATE; CALCIPOTRIENE,0.064%;0.005%,"AEROSOL, FOAM;TOPICAL","Oct 16, 2015",N,10716799,"Jun 10, 2031"
207589,1,ENSTILAR,BETAMETHASONE DIPROPIONATE; CALCIPOTRIENE,0.064%;0.005%,"AEROSOL, FOAM;TOPICAL","Oct 16, 2015",N,9119781*PED,"Dec 10, 2031"
207589,1,ENSTILAR,BETAMETHASONE DIPROPIONATE; CALCIPOTRIENE,0.064%;0.005%,"AEROSOL, FOAM;TOPICAL","Oct 16, 2015",N,10130640*PED,"Dec 10, 2031"
202428,1,FABIOR,TAZAROTENE,0.1%,"AEROSOL, FOAM;TOPICAL","May 11, 2012",N,10568859,"Feb 24, 2030"
202428,1,FABIOR,TAZAROTENE,0.1%,"AEROSOL, FOAM;TOPICAL","May 11, 2012",N,10688071,"Feb 24, 2030"
202428,1,FABIOR,TAZAROTENE,0.1%,"AEROSOL, FOAM;TOPICAL","May 11, 2012",N,8808716,"Feb 24, 2030"
207071,1,FINACEA,AZELAIC ACID,15%,"AEROSOL, FOAM;TOPICAL","Jul 29, 2015",N,10117812,"Oct 18, 2027"
207071,1,FINACEA,AZELAIC ACID,15%,"AEROSOL, FOAM;TOPICAL","Jul 29, 2015",N,9211259,"Feb 28, 2029"
207071,1,FINACEA,AZELAIC ACID,15%,"AEROSOL, FOAM;TOPICAL","Jul 29, 2015",N,9265725,"Dec 8, 2027"
207071,1,FINACEA,AZELAIC ACID,15%,"AEROSOL, FOAM;TOPICAL","Jul 29, 2015",N,7700076,"Sep 18, 2027"
210566,1,LEXETTE,HALOBETASOL PROPIONATE,0.05%,"AEROSOL, FOAM;TOPICAL","May 24, 2018",N,11020407,"Nov 30, 2036"
210566,1,LEXETTE,HALOBETASOL PROPIONATE,0.05%,"AEROSOL, FOAM;TOPICAL","May 24, 2018",N,10857159,"Nov 30, 2036"
210566,1,LEXETTE,HALOBETASOL PROPIONATE,0.05%,"AEROSOL, FOAM;TOPICAL","May 24, 2018",N,10857159*PED,"May 30, 2037"
22013,1,OLUX E,CLOBETASOL PROPIONATE,0.05% **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,"AEROSOL, FOAM;TOPICAL","Jan 12, 2007",N,8460641,"Nov 5, 2028"
22013,1,OLUX E,CLOBETASOL PROPIONATE,0.05% **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,"AEROSOL, FOAM;TOPICAL","Jan 12, 2007",N,8962000,"Aug 31, 2025"
22563,1,SORILUX,CALCIPOTRIENE,0.005%,"AEROSOL, FOAM;TOPICAL","Oct 6, 2010",N,8629128,"May 26, 2026"
22563,1,SORILUX,CALCIPOTRIENE,0.005%,"AEROSOL, FOAM;TOPICAL","Oct 6, 2010",N,8263580,"May 7, 2028"
22563,1,SORILUX,CALCIPOTRIENE,0.005%,"AEROSOL, FOAM;TOPICAL","Oct 6, 2010",N,8629128,"May 26, 2026"
22563,1,SORILUX,CALCIPOTRIENE,0.005%,"AEROSOL, FOAM;TOPICAL","Oct 6, 2010",N,8629128,"May 26, 2026"
22563,1,SORILUX,CALCIPOTRIENE,0.005%,"AEROSOL, FOAM;TOPICAL","Oct 6, 2010",N,8263580,"May 7, 2028"
21978,1,VERDESO,DESONIDE,0.05%,"AEROSOL, FOAM;TOPICAL","Sep 19, 2006",N,9492384,"Aug 31, 2025"
21978,1,VERDESO,DESONIDE,0.05%,"AEROSOL, FOAM;TOPICAL","Sep 19, 2006",N,8460641,"Aug 13, 2027"
21978,1,VERDESO,DESONIDE,0.05%,"AEROSOL, FOAM;TOPICAL","Sep 19, 2006",N,8962000,"Aug 31, 2025"
213690,1,ZILXI,MINOCYCLINE HYDROCHLORIDE,EQ 1.5% BASE,"AEROSOL, FOAM;TOPICAL","May 28, 2020",N,10213512,"Oct 1, 2030"
213690,1,ZILXI,MINOCYCLINE HYDROCHLORIDE,EQ 1.5% BASE,"AEROSOL, FOAM;TOPICAL","May 28, 2020",N,8992896,"Oct 1, 2030"
213690,1,ZILXI,MINOCYCLINE HYDROCHLORIDE,EQ 1.5% BASE,"AEROSOL, FOAM;TOPICAL","May 28, 2020",N,9675700,"Oct 1, 2030"
213690,1,ZILXI,MINOCYCLINE HYDROCHLORIDE,EQ 1.5% BASE,"AEROSOL, FOAM;TOPICAL","May 28, 2020",N,8865139,"Oct 1, 2030"
213690,1,ZILXI,MINOCYCLINE HYDROCHLORIDE,EQ 1.5% BASE,"AEROSOL, FOAM;TOPICAL","May 28, 2020",N,10322186,"Oct 1, 2030"
213690,1,ZILXI,MINOCYCLINE HYDROCHLORIDE,EQ 1.5% BASE,"AEROSOL, FOAM;TOPICAL","May 28, 2020",N,10946101,"Oct 1, 2030"
213690,1,ZILXI,MINOCYCLINE HYDROCHLORIDE,EQ 1.5% BASE,"AEROSOL, FOAM;TOPICAL","May 28, 2020",N,12138311,"Oct 1, 2030"
213690,1,ZILXI,MINOCYCLINE HYDROCHLORIDE,EQ 1.5% BASE,"AEROSOL, FOAM;TOPICAL","May 28, 2020",N,10265404,"Oct 1, 2030"
213690,1,ZILXI,MINOCYCLINE HYDROCHLORIDE,EQ 1.5% BASE,"AEROSOL, FOAM;TOPICAL","May 28, 2020",N,8945516,"Oct 1, 2030"
214070,1,AIRSUPRA,ALBUTEROL SULFATE; BUDESONIDE,EQ 0.09MG BASE/INH;0.08MG/INH,"AEROSOL, METERED;INHALATION","Jan 10, 2023",N,9415009,"May 28, 2030"
21658,2,ALVESCO,CICLESONIDE,0.08MG/INH,"AEROSOL, METERED;INHALATION","Jan 10, 2008",N,8371292,"Feb 1, 2028"
21658,3,ALVESCO,CICLESONIDE,0.16MG/INH,"AEROSOL, METERED;INHALATION","Jan 10, 2008",N,8371292,"Feb 1, 2028"
21527,1,ATROVENT HFA,IPRATROPIUM BROMIDE,0.021MG/INH,"AEROSOL, METERED;INHALATION","Nov 27, 2004",N,8474447,"Jan 17, 2030"
208294,1,BEVESPI AEROSPHERE,FORMOTEROL FUMARATE; GLYCOPYRROLATE,0.0048MG/INH;0.0090MG/INH,"AEROSOL, METERED;INHALATION","Apr 25, 2016",N,8324266,"May 28, 2030"
208294,1,BEVESPI AEROSPHERE,FORMOTEROL FUMARATE; GLYCOPYRROLATE,0.0048MG/INH;0.0090MG/INH,"AEROSOL, METERED;INHALATION","Apr 25, 2016",N,10716753,"May 28, 2030"
208294,1,BEVESPI AEROSPHERE,FORMOTEROL FUMARATE; GLYCOPYRROLATE,0.0048MG/INH;0.0090MG/INH,"AEROSOL, METERED;INHALATION","Apr 25, 2016",N,9415009,"May 28, 2030"
208294,1,BEVESPI AEROSPHERE,FORMOTEROL FUMARATE; GLYCOPYRROLATE,0.0048MG/INH;0.0090MG/INH,"AEROSOL, METERED;INHALATION","Apr 25, 2016",N,8703806,"May 28, 2030"
208294,1,BEVESPI AEROSPHERE,FORMOTEROL FUMARATE; GLYCOPYRROLATE,0.0048MG/INH;0.0090MG/INH,"AEROSOL, METERED;INHALATION","Apr 25, 2016",N,8808713,"May 28, 2030"
208294,1,BEVESPI AEROSPHERE,FORMOTEROL FUMARATE; GLYCOPYRROLATE,0.0048MG/INH;0.0090MG/INH,"AEROSOL, METERED;INHALATION","Apr 25, 2016",N,9463161,"May 28, 2030"
208294,1,BEVESPI AEROSPHERE,FORMOTEROL FUMARATE; GLYCOPYRROLATE,0.0048MG/INH;0.0090MG/INH,"AEROSOL, METERED;INHALATION","Apr 25, 2016",N,8815258,"Mar 17, 2031"
212122,1,BREZTRI AEROSPHERE,BUDESONIDE; FORMOTEROL FUMARATE; GLYCOPYRROLATE,0.16MG/INH;0.0048MG/INH;0.009MG/INH,"AEROSOL, METERED;INHALATION","Jul 23, 2020",N,8815258,"Mar 17, 2031"
212122,1,BREZTRI AEROSPHERE,BUDESONIDE; FORMOTEROL FUMARATE; GLYCOPYRROLATE,0.16MG/INH;0.0048MG/INH;0.009MG/INH,"AEROSOL, METERED;INHALATION","Jul 23, 2020",N,8703806,"May 28, 2030"
212122,1,BREZTRI AEROSPHERE,BUDESONIDE; FORMOTEROL FUMARATE; GLYCOPYRROLATE,0.16MG/INH;0.0048MG/INH;0.009MG/INH,"AEROSOL, METERED;INHALATION","Jul 23, 2020",N,8808713,"May 28, 2030"
212122,1,BREZTRI AEROSPHERE,BUDESONIDE; FORMOTEROL FUMARATE; GLYCOPYRROLATE,0.16MG/INH;0.0048MG/INH;0.009MG/INH,"AEROSOL, METERED;INHALATION","Jul 23, 2020",N,8324266,"May 28, 2030"
212122,1,BREZTRI AEROSPHERE,BUDESONIDE; FORMOTEROL FUMARATE; GLYCOPYRROLATE,0.16MG/INH;0.0048MG/INH;0.009MG/INH,"AEROSOL, METERED;INHALATION","Jul 23, 2020",N,9415009,"May 28, 2030"
212122,1,BREZTRI AEROSPHERE,BUDESONIDE; FORMOTEROL FUMARATE; GLYCOPYRROLATE,0.16MG/INH;0.0048MG/INH;0.009MG/INH,"AEROSOL, METERED;INHALATION","Jul 23, 2020",N,10716753,"May 28, 2030"
212122,1,BREZTRI AEROSPHERE,BUDESONIDE; FORMOTEROL FUMARATE; GLYCOPYRROLATE,0.16MG/INH;0.0048MG/INH;0.009MG/INH,"AEROSOL, METERED;INHALATION","Jul 23, 2020",N,9463161,"May 28, 2030"
212122,1,BREZTRI AEROSPHERE,BUDESONIDE; FORMOTEROL FUMARATE; GLYCOPYRROLATE,0.16MG/INH;0.0048MG/INH;0.009MG/INH,"AEROSOL, METERED;INHALATION","Jul 23, 2020",N,11833292,"Oct 5, 2038"
212122,1,BREZTRI AEROSPHERE,BUDESONIDE; FORMOTEROL FUMARATE; GLYCOPYRROLATE,0.16MG/INH;0.0048MG/INH;0.009MG/INH,"AEROSOL, METERED;INHALATION","Jul 23, 2020",N,11331442,"Oct 5, 2038"
21433,2,FLOVENT HFA,FLUTICASONE PROPIONATE,0.11MG/INH,"AEROSOL, METERED;INHALATION","May 14, 2004",N,7500444,"Feb 26, 2026"
21433,2,FLOVENT HFA,FLUTICASONE PROPIONATE,0.11MG/INH,"AEROSOL, METERED;INHALATION","May 14, 2004",N,7500444*PED,"Aug 26, 2026"
21433,1,FLOVENT HFA,FLUTICASONE PROPIONATE,0.22MG/INH,"AEROSOL, METERED;INHALATION","May 14, 2004",N,7500444,"Feb 26, 2026"
21433,1,FLOVENT HFA,FLUTICASONE PROPIONATE,0.22MG/INH,"AEROSOL, METERED;INHALATION","May 14, 2004",N,7500444*PED,"Aug 26, 2026"
205920,1,PRIMATENE MIST,EPINEPHRINE,0.125MG/INH,"AEROSOL, METERED;INHALATION","Nov 7, 2018",N,8367734,"Jan 26, 2026"
20911,2,QVAR 40,BECLOMETHASONE DIPROPIONATE,0.04MG/INH **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,"AEROSOL, METERED;INHALATION","Sep 15, 2000",N,10022510,"May 18, 2031"
20911,2,QVAR 40,BECLOMETHASONE DIPROPIONATE,0.04MG/INH **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,"AEROSOL, METERED;INHALATION","Sep 15, 2000",N,10086156,"May 18, 2031"
20911,2,QVAR 40,BECLOMETHASONE DIPROPIONATE,0.04MG/INH **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,"AEROSOL, METERED;INHALATION","Sep 15, 2000",N,9808587,"May 18, 2031"
20911,2,QVAR 40,BECLOMETHASONE DIPROPIONATE,0.04MG/INH **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,"AEROSOL, METERED;INHALATION","Sep 15, 2000",N,9463289,"May 18, 2031"
20911,2,QVAR 40,BECLOMETHASONE DIPROPIONATE,0.04MG/INH **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,"AEROSOL, METERED;INHALATION","Sep 15, 2000",N,10022509,"May 18, 2031"
20911,1,QVAR 80,BECLOMETHASONE DIPROPIONATE,0.08MG/INH **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,"AEROSOL, METERED;INHALATION","Sep 15, 2000",N,10086156,"May 18, 2031"
20911,1,QVAR 80,BECLOMETHASONE DIPROPIONATE,0.08MG/INH **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,"AEROSOL, METERED;INHALATION","Sep 15, 2000",N,9463289,"May 18, 2031"
20911,1,QVAR 80,BECLOMETHASONE DIPROPIONATE,0.08MG/INH **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,"AEROSOL, METERED;INHALATION","Sep 15, 2000",N,10022509,"May 18, 2031"
20911,1,QVAR 80,BECLOMETHASONE DIPROPIONATE,0.08MG/INH **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,"AEROSOL, METERED;INHALATION","Sep 15, 2000",N,9808587,"May 18, 2031"
20911,1,QVAR 80,BECLOMETHASONE DIPROPIONATE,0.08MG/INH **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,"AEROSOL, METERED;INHALATION","Sep 15, 2000",N,10022510,"May 18, 2031"
207921,1,QVAR REDIHALER,BECLOMETHASONE DIPROPIONATE,0.04MG/INH,"AEROSOL, METERED;INHALATION","Aug 3, 2017",N,11395889,"May 18, 2031"
207921,1,QVAR REDIHALER,BECLOMETHASONE DIPROPIONATE,0.04MG/INH,"AEROSOL, METERED;INHALATION","Aug 3, 2017",N,12296089,"Jan 26, 2038"
207921,1,QVAR REDIHALER,BECLOMETHASONE DIPROPIONATE,0.04MG/INH,"AEROSOL, METERED;INHALATION","Aug 3, 2017",N,10022510,"May 18, 2031"
207921,1,QVAR REDIHALER,BECLOMETHASONE DIPROPIONATE,0.04MG/INH,"AEROSOL, METERED;INHALATION","Aug 3, 2017",N,10695512,"May 18, 2031"
207921,1,QVAR REDIHALER,BECLOMETHASONE DIPROPIONATE,0.04MG/INH,"AEROSOL, METERED;INHALATION","Aug 3, 2017",N,8132712,"Sep 7, 2028"
207921,1,QVAR REDIHALER,BECLOMETHASONE DIPROPIONATE,0.04MG/INH,"AEROSOL, METERED;INHALATION","Aug 3, 2017",N,10022509,"May 18, 2031"
207921,1,QVAR REDIHALER,BECLOMETHASONE DIPROPIONATE,0.04MG/INH,"AEROSOL, METERED;INHALATION","Aug 3, 2017",N,10561808,"Jan 1, 2032"
207921,1,QVAR REDIHALER,BECLOMETHASONE DIPROPIONATE,0.04MG/INH,"AEROSOL, METERED;INHALATION","Aug 3, 2017",N,11793953,"Jan 26, 2038"
207921,1,QVAR REDIHALER,BECLOMETHASONE DIPROPIONATE,0.04MG/INH,"AEROSOL, METERED;INHALATION","Aug 3, 2017",N,10792447,"Jan 25, 2039"
207921,1,QVAR REDIHALER,BECLOMETHASONE DIPROPIONATE,0.04MG/INH,"AEROSOL, METERED;INHALATION","Aug 3, 2017",N,11957832,"May 5, 2041"
207921,1,QVAR REDIHALER,BECLOMETHASONE DIPROPIONATE,0.04MG/INH,"AEROSOL, METERED;INHALATION","Aug 3, 2017",N,10086156,"May 18, 2031"
207921,1,QVAR REDIHALER,BECLOMETHASONE DIPROPIONATE,0.04MG/INH,"AEROSOL, METERED;INHALATION","Aug 3, 2017",N,11395888,"Jan 26, 2038"
207921,1,QVAR REDIHALER,BECLOMETHASONE DIPROPIONATE,0.04MG/INH,"AEROSOL, METERED;INHALATION","Aug 3, 2017",N,11559637,"Jul 21, 2039"
207921,1,QVAR REDIHALER,BECLOMETHASONE DIPROPIONATE,0.04MG/INH,"AEROSOL, METERED;INHALATION","Aug 3, 2017",N,11583643,"Aug 19, 2041"
207921,1,QVAR REDIHALER,BECLOMETHASONE DIPROPIONATE,0.04MG/INH,"AEROSOL, METERED;INHALATION","Aug 3, 2017",N,8931476,"Jul 17, 2031"
207921,2,QVAR REDIHALER,BECLOMETHASONE DIPROPIONATE,0.08MG/INH,"AEROSOL, METERED;INHALATION","Aug 3, 2017",N,11957832,"May 5, 2041"
207921,2,QVAR REDIHALER,BECLOMETHASONE DIPROPIONATE,0.08MG/INH,"AEROSOL, METERED;INHALATION","Aug 3, 2017",N,8931476,"Jul 17, 2031"
207921,2,QVAR REDIHALER,BECLOMETHASONE DIPROPIONATE,0.08MG/INH,"AEROSOL, METERED;INHALATION","Aug 3, 2017",N,10086156,"May 18, 2031"
207921,2,QVAR REDIHALER,BECLOMETHASONE DIPROPIONATE,0.08MG/INH,"AEROSOL, METERED;INHALATION","Aug 3, 2017",N,11395888,"Jan 26, 2038"
207921,2,QVAR REDIHALER,BECLOMETHASONE DIPROPIONATE,0.08MG/INH,"AEROSOL, METERED;INHALATION","Aug 3, 2017",N,10022509,"May 18, 2031"
207921,2,QVAR REDIHALER,BECLOMETHASONE DIPROPIONATE,0.08MG/INH,"AEROSOL, METERED;INHALATION","Aug 3, 2017",N,11865247,"Jan 26, 2038"
207921,2,QVAR REDIHALER,BECLOMETHASONE DIPROPIONATE,0.08MG/INH,"AEROSOL, METERED;INHALATION","Aug 3, 2017",N,11395889,"May 18, 2031"
207921,2,QVAR REDIHALER,BECLOMETHASONE DIPROPIONATE,0.08MG/INH,"AEROSOL, METERED;INHALATION","Aug 3, 2017",N,10022510,"May 18, 2031"
207921,2,QVAR REDIHALER,BECLOMETHASONE DIPROPIONATE,0.08MG/INH,"AEROSOL, METERED;INHALATION","Aug 3, 2017",N,10792447,"Jan 25, 2039"
207921,2,QVAR REDIHALER,BECLOMETHASONE DIPROPIONATE,0.08MG/INH,"AEROSOL, METERED;INHALATION","Aug 3, 2017",N,11896759,"Jan 26, 2038"
207921,2,QVAR REDIHALER,BECLOMETHASONE DIPROPIONATE,0.08MG/INH,"AEROSOL, METERED;INHALATION","Aug 3, 2017",N,10695512,"May 18, 2031"
207921,2,QVAR REDIHALER,BECLOMETHASONE DIPROPIONATE,0.08MG/INH,"AEROSOL, METERED;INHALATION","Aug 3, 2017",N,11559637,"Jul 21, 2039"
207921,2,QVAR REDIHALER,BECLOMETHASONE DIPROPIONATE,0.08MG/INH,"AEROSOL, METERED;INHALATION","Aug 3, 2017",N,11583643,"Aug 19, 2041"
207921,2,QVAR REDIHALER,BECLOMETHASONE DIPROPIONATE,0.08MG/INH,"AEROSOL, METERED;INHALATION","Aug 3, 2017",N,10561808,"Jan 1, 2032"
207921,2,QVAR REDIHALER,BECLOMETHASONE DIPROPIONATE,0.08MG/INH,"AEROSOL, METERED;INHALATION","Aug 3, 2017",N,11793953,"Jan 26, 2038"
207921,2,QVAR REDIHALER,BECLOMETHASONE DIPROPIONATE,0.08MG/INH,"AEROSOL, METERED;INHALATION","Aug 3, 2017",N,8132712,"Sep 7, 2028"
207921,2,QVAR REDIHALER,BECLOMETHASONE DIPROPIONATE,0.08MG/INH,"AEROSOL, METERED;INHALATION","Aug 3, 2017",N,12296089,"Jan 26, 2038"
216579,1,SYMBICORT AEROSPHERE,BUDESONIDE; FORMOTEROL FUMARATE,0.16MG/INH;0.0048MG/INH,"AEROSOL, METERED;INHALATION","Apr 28, 2023",N,10716753,"May 28, 2030"
216579,1,SYMBICORT AEROSPHERE,BUDESONIDE; FORMOTEROL FUMARATE,0.16MG/INH;0.0048MG/INH,"AEROSOL, METERED;INHALATION","Apr 28, 2023",N,9415009,"May 28, 2030"
202813,2,QNASL,BECLOMETHASONE DIPROPIONATE,0.04MG/ACTUATION,"AEROSOL, METERED;NASAL","Dec 17, 2014",N,10188811,"Oct 21, 2031"
202813,1,QNASL,BECLOMETHASONE DIPROPIONATE,0.08MG/ACTUATION,"AEROSOL, METERED;NASAL","Mar 23, 2012",N,10188811,"Oct 21, 2031"
202129,1,ZETONNA,CICLESONIDE,0.037MG/INH,"AEROSOL, METERED;NASAL","Jan 20, 2012",N,8371292,"Feb 1, 2028"
212516,1,DRIZALMA SPRINKLE,DULOXETINE HYDROCHLORIDE,EQ 20MG BASE,"CAPSULE, DELAYED REL PELLETS;ORAL","Jul 19, 2019",N,9839626,"Apr 13, 2037"
212516,1,DRIZALMA SPRINKLE,DULOXETINE HYDROCHLORIDE,EQ 20MG BASE,"CAPSULE, DELAYED REL PELLETS;ORAL","Jul 19, 2019",N,10413525,"Apr 13, 2037"
212516,1,DRIZALMA SPRINKLE,DULOXETINE HYDROCHLORIDE,EQ 20MG BASE,"CAPSULE, DELAYED REL PELLETS;ORAL","Jul 19, 2019",N,12171742,"Apr 13, 2037"
212516,1,DRIZALMA SPRINKLE,DULOXETINE HYDROCHLORIDE,EQ 20MG BASE,"CAPSULE, DELAYED REL PELLETS;ORAL","Jul 19, 2019",N,11202772,"Apr 13, 2037"
212516,1,DRIZALMA SPRINKLE,DULOXETINE HYDROCHLORIDE,EQ 20MG BASE,"CAPSULE, DELAYED REL PELLETS;ORAL","Jul 19, 2019",N,10959982,"Apr 13, 2037"
212516,2,DRIZALMA SPRINKLE,DULOXETINE HYDROCHLORIDE,EQ 30MG BASE,"CAPSULE, DELAYED REL PELLETS;ORAL","Jul 19, 2019",N,11202772,"Apr 13, 2037"
212516,2,DRIZALMA SPRINKLE,DULOXETINE HYDROCHLORIDE,EQ 30MG BASE,"CAPSULE, DELAYED REL PELLETS;ORAL","Jul 19, 2019",N,10413525,"Apr 13, 2037"
212516,2,DRIZALMA SPRINKLE,DULOXETINE HYDROCHLORIDE,EQ 30MG BASE,"CAPSULE, DELAYED REL PELLETS;ORAL","Jul 19, 2019",N,9839626,"Apr 13, 2037"
212516,2,DRIZALMA SPRINKLE,DULOXETINE HYDROCHLORIDE,EQ 30MG BASE,"CAPSULE, DELAYED REL PELLETS;ORAL","Jul 19, 2019",N,10959982,"Apr 13, 2037"
212516,2,DRIZALMA SPRINKLE,DULOXETINE HYDROCHLORIDE,EQ 30MG BASE,"CAPSULE, DELAYED REL PELLETS;ORAL","Jul 19, 2019",N,12171742,"Apr 13, 2037"
212516,3,DRIZALMA SPRINKLE,DULOXETINE HYDROCHLORIDE,EQ 40MG BASE,"CAPSULE, DELAYED REL PELLETS;ORAL","Jul 19, 2019",N,11202772,"Apr 13, 2037"
212516,3,DRIZALMA SPRINKLE,DULOXETINE HYDROCHLORIDE,EQ 40MG BASE,"CAPSULE, DELAYED REL PELLETS;ORAL","Jul 19, 2019",N,9839626,"Apr 13, 2037"
212516,3,DRIZALMA SPRINKLE,DULOXETINE HYDROCHLORIDE,EQ 40MG BASE,"CAPSULE, DELAYED REL PELLETS;ORAL","Jul 19, 2019",N,10413525,"Apr 13, 2037"
212516,3,DRIZALMA SPRINKLE,DULOXETINE HYDROCHLORIDE,EQ 40MG BASE,"CAPSULE, DELAYED REL PELLETS;ORAL","Jul 19, 2019",N,10959982,"Apr 13, 2037"
212516,3,DRIZALMA SPRINKLE,DULOXETINE HYDROCHLORIDE,EQ 40MG BASE,"CAPSULE, DELAYED REL PELLETS;ORAL","Jul 19, 2019",N,12171742,"Apr 13, 2037"
212516,4,DRIZALMA SPRINKLE,DULOXETINE HYDROCHLORIDE,EQ 60MG BASE,"CAPSULE, DELAYED REL PELLETS;ORAL","Jul 19, 2019",N,10959982,"Apr 13, 2037"
212516,4,DRIZALMA SPRINKLE,DULOXETINE HYDROCHLORIDE,EQ 60MG BASE,"CAPSULE, DELAYED REL PELLETS;ORAL","Jul 19, 2019",N,9839626,"Apr 13, 2037"
212516,4,DRIZALMA SPRINKLE,DULOXETINE HYDROCHLORIDE,EQ 60MG BASE,"CAPSULE, DELAYED REL PELLETS;ORAL","Jul 19, 2019",N,10413525,"Apr 13, 2037"
